transaction_id,account_id,transaction_date,transaction_type,amount,balance_after,merchant,location,is_fraud
TXN_00000038,ACC_000275,2024-01-02 13:00:00,입금,62968.32660935559,796929.1619051767,가맹점_168,온라인,False
TXN_00000039,ACC_000058,2024-01-02 14:00:00,이체,8187.301865412518,974472.3386347039,,온라인,False
TXN_00000040,ACC_000139,2024-01-02 15:00:00,온라인결제,13435.493476048416,320424.6319859877,,광주,False
TXN_00000041,ACC_000379,2024-01-02 16:00:00,이체,117172.37410343486,577885.6897549124,가맹점_087,온라인,False
TXN_00000042,ACC_000193,2024-01-02 17:00:00,카드결제,51011.767910540686,804972.1965451984,,온라인,False
TXN_00000043,ACC_000411,2024-01-02 18:00:00,온라인결제,57479.34655812607,922626.4819935566,,부산,False
TXN_00000044,ACC_000407,2024-01-02 19:00:00,출금,36315.97899588724,432528.1070707747,,광주,False
TXN_00000045,ACC_000373,2024-01-02 20:00:00,카드결제,38463.63206863796,3889.5368494673567,,부산,False
TXN_00000046,ACC_000247,2024-01-02 21:00:00,카드결제,22097.34824061016,207198.559494979,가맹점_188,부산,False
TXN_00000047,ACC_000254,2024-01-02 22:00:00,온라인결제,44535.93353668575,922390.2057899666,가맹점_096,광주,False
TXN_00000048,ACC_000061,2024-01-02 23:00:00,입금,4941.0256419750085,799608.4726275578,,온라인,False
TXN_00000049,ACC_000162,2024-01-03 00:00:00,입금,67505.59863514501,282443.24999013636,가맹점_134,인천,False
TXN_00000050,ACC_000140,2024-01-03 01:00:00,이체,23317.202662817283,715113.8308963433,가맹점_180,서울,False
TXN_00000051,ACC_000094,2024-01-03 02:00:00,이체,56080.52511991467,442072.3182526225,가맹점_176,광주,False
TXN_00000052,ACC_000209,2024-01-03 03:00:00,온라인결제,22214.084712184693,996269.9680402338,가맹점_110,온라인,False
TXN_00000053,ACC_000301,2024-01-03 04:00:00,이체,11887.194582451082,698613.8983031239,,서울,False
TXN_00000054,ACC_000451,2024-01-03 05:00:00,온라인결제,37550.079427470315,939219.7628902538,,인천,False
TXN_00000055,ACC_000305,2024-01-03 06:00:00,이체,40291.40863073299,272471.12794005114,,온라인,False
TXN_00000056,ACC_000162,2024-01-03 07:00:00,이체,5872.294258525473,132995.78136565493,,대구,False
TXN_00000057,ACC_000002,2024-01-03 08:00:00,이체,25627.448050787432,322123.13531828317,,인천,False
TXN_00000058,ACC_000342,2024-01-03 09:00:00,출금,27672.156400615837,811961.8782847931,가맹점_135,부산,False
TXN_00000059,ACC_000274,2024-01-03 10:00:00,입금,54279.776350325774,713746.233974827,,온라인,False
TXN_00000060,ACC_000458,2024-01-03 11:00:00,입금,74591.64739282311,345863.27615518577,,서울,False
TXN_00000061,ACC_000023,2024-01-03 12:00:00,출금,97125.86129609922,464358.2681892364,,인천,False
TXN_00000062,ACC_000012,2024-01-03 13:00:00,이체,12647.632467232981,231228.59170244168,가맹점_104,부산,False
TXN_00000063,ACC_000160,2024-01-03 14:00:00,이체,228827.40485243077,684249.1550806052,가맹점_118,인천,False
TXN_00000064,ACC_000239,2024-01-03 15:00:00,온라인결제,6135.016669054761,313854.7563906012,가맹점_021,온라인,False
TXN_00000065,ACC_000224,2024-01-03 16:00:00,입금,5708.543665833062,858412.515550015,,광주,False
TXN_00000066,ACC_000375,2024-01-03 17:00:00,온라인결제,39702.80320954114,667801.0278578991,가맹점_090,온라인,False
TXN_00000067,ACC_000081,2024-01-03 18:00:00,출금,116254.93236767426,813529.4347990743,,광주,False
TXN_00000068,ACC_000235,2024-01-03 19:00:00,카드결제,5492.841793522736,767643.0834961127,,인천,False
TXN_00000069,ACC_000311,2024-01-03 20:00:00,이체,618.0567994936365,607280.946426912,가맹점_107,부산,False
TXN_00000070,ACC_000465,2024-01-03 21:00:00,온라인결제,39528.336733493816,565793.8306634724,,부산,False
TXN_00000071,ACC_000377,2024-01-03 22:00:00,이체,61707.65833818762,299479.38627878536,,온라인,False
TXN_00000072,ACC_000493,2024-01-03 23:00:00,카드결제,83227.70674816858,940928.9102385625,,광주,False
TXN_00000073,ACC_000289,2024-01-04 00:00:00,온라인결제,124662.58952414633,889954.1219987446,,대구,False
TXN_00000074,ACC_000242,2024-01-04 01:00:00,입금,9663.134575150389,421151.55311424326,,인천,False
TXN_00000075,ACC_000238,2024-01-04 02:00:00,이체,148599.44436355677,629916.0358730733,가맹점_159,온라인,False
TXN_00000076,ACC_000089,2024-01-04 03:00:00,카드결제,41499.7974395339,405430.1857443797,,대구,False
TXN_00000077,ACC_000315,2024-01-04 04:00:00,입금,22554.311006391134,533001.0989448689,가맹점_030,온라인,False
TXN_00000078,ACC_000354,2024-01-04 05:00:00,출금,10497.577173750584,165353.4720947094,,광주,False
TXN_00000079,ACC_000250,2024-01-04 06:00:00,출금,19110.972568361543,169656.4633848925,가맹점_034,부산,False
TXN_00000080,ACC_000362,2024-01-04 07:00:00,출금,10177.352507808548,154789.45903436924,,온라인,False
TXN_00000081,ACC_000285,2024-01-04 08:00:00,온라인결제,6579.112692231162,11881.512111279968,,서울,False
TXN_00000082,ACC_000499,2024-01-04 09:00:00,이체,34822.28957894971,581092.1736608603,가맹점_025,서울,False
TXN_00000083,ACC_000271,2024-01-04 10:00:00,카드결제,104918.3798309005,643886.6467095478,,광주,False
TXN_00000084,ACC_000238,2024-01-04 11:00:00,이체,4762.5964766273955,127519.43311992608,,서울,False
TXN_00000085,ACC_000301,2024-01-04 12:00:00,입금,70547.10911072683,371839.24307169847,,서울,True
TXN_00000086,ACC_000389,2024-01-04 13:00:00,입금,47818.274675567925,381191.32615225593,,광주,False
TXN_00000087,ACC_000136,2024-01-04 14:00:00,온라인결제,37825.17920471293,448189.101470567,,부산,False
TXN_00000088,ACC_000452,2024-01-04 15:00:00,이체,10919.711299085717,214740.90248485035,,인천,False
TXN_00000089,ACC_000058,2024-01-04 16:00:00,온라인결제,20714.217381365084,641299.258021152,가맹점_096,대구,False
TXN_00000090,ACC_000224,2024-01-04 17:00:00,출금,109231.03212188023,481996.74487852317,,광주,False
TXN_00000091,ACC_000083,2024-01-04 18:00:00,입금,13004.29889653319,741074.7382959059,,온라인,False
TXN_00000092,ACC_000109,2024-01-04 19:00:00,입금,126573.08633486775,656305.5840030093,가맹점_157,부산,False
TXN_00000093,ACC_000453,2024-01-04 20:00:00,출금,48519.93045834942,615861.3094408673,,부산,False
TXN_00000094,ACC_000036,2024-01-04 21:00:00,이체,14869.923707579857,897215.5144071413,,대구,False
TXN_00000095,ACC_000126,2024-01-04 22:00:00,카드결제,64806.443836266866,553151.9732210486,,대구,False
TXN_00000096,ACC_000290,2024-01-04 23:00:00,입금,19384.069628906997,638718.9837570649,,대구,False
TXN_00000097,ACC_000026,2024-01-05 00:00:00,입금,25771.533230278183,512182.9567281376,,대구,False
TXN_00000098,ACC_000137,2024-01-05 01:00:00,입금,287681.19853212585,659365.9203872855,,대구,False
TXN_00000099,ACC_000343,2024-01-05 02:00:00,입금,20204.59989653578,41232.55401615877,,부산,False
TXN_00000100,ACC_000240,2024-01-05 03:00:00,출금,9031.448283566739,920742.860791362,가맹점_152,광주,False
TXN_00000101,ACC_000044,2024-01-05 04:00:00,온라인결제,3342.698441618117,127798.71345026384,,대구,False
TXN_00000102,ACC_000357,2024-01-05 05:00:00,이체,228489.11798401165,490137.1067447285,,온라인,False
TXN_00000103,ACC_000001,2024-01-05 06:00:00,입금,2743.7677580225377,493623.67773084436,,대구,False
TXN_00000104,ACC_000231,2024-01-05 07:00:00,출금,15762.290643702914,423920.59896772006,,대구,False
TXN_00000105,ACC_000435,2024-01-05 08:00:00,카드결제,35657.14914950004,668513.2937686039,가맹점_176,인천,False
TXN_00000106,ACC_000457,2024-01-05 09:00:00,이체,83381.99730868307,179763.70958997335,가맹점_073,서울,False
TXN_00000107,ACC_000178,2024-01-05 10:00:00,카드결제,37332.149181628774,634168.0210804759,,부산,False
TXN_00000108,ACC_000072,2024-01-05 11:00:00,입금,20074.66543560663,473303.8956210153,,온라인,False
TXN_00000109,ACC_000050,2024-01-05 12:00:00,입금,1638.027163134392,210528.01431110813,가맹점_085,인천,False
TXN_00000110,ACC_000350,2024-01-05 13:00:00,온라인결제,37634.399159143235,747029.5067020654,,인천,False
TXN_00000111,ACC_000120,2024-01-05 14:00:00,이체,15297.466978466447,846817.7014916446,,광주,False
TXN_00000112,ACC_000472,2024-01-05 15:00:00,입금,57450.73743369474,314254.88458792673,,부산,False
TXN_00000113,ACC_000201,2024-01-05 16:00:00,온라인결제,28274.381883481958,563280.2788789731,,부산,False
TXN_00000114,ACC_000096,2024-01-05 17:00:00,입금,29320.818505652624,736877.0341278664,가맹점_030,부산,False
TXN_00000115,ACC_000018,2024-01-05 18:00:00,입금,49718.054691450445,52653.78032494239,,광주,False
TXN_00000116,ACC_000431,2024-01-05 19:00:00,온라인결제,140017.68678610222,762185.1710748089,,인천,False
TXN_00000117,ACC_000323,2024-01-05 20:00:00,입금,70542.87759341813,876853.0428263602,가맹점_018,서울,False
TXN_00000118,ACC_000130,2024-01-05 21:00:00,카드결제,41113.34876199706,552396.5490896456,,온라인,False
TXN_00000119,ACC_000182,2024-01-05 22:00:00,온라인결제,46527.09219907144,293457.27498979593,,대구,False
TXN_00000120,ACC_000070,2024-01-05 23:00:00,온라인결제,61128.19222621293,18126.369264967467,,서울,False
TXN_00000121,ACC_000325,2024-01-06 00:00:00,이체,7434.9662172844055,557307.3111801507,,광주,False
TXN_00000122,ACC_000015,2024-01-06 01:00:00,온라인결제,4950.794613598057,219017.28599784386,,온라인,False
TXN_00000123,ACC_000430,2024-01-06 02:00:00,온라인결제,38755.130966800534,521638.8342214877,,온라인,False
TXN_00000124,ACC_000246,2024-01-06 03:00:00,출금,57492.92700699793,649325.0103898664,,온라인,False
TXN_00000125,ACC_000179,2024-01-06 04:00:00,입금,100247.03252992207,202350.53410404158,,광주,False
TXN_00000126,ACC_000332,2024-01-06 05:00:00,이체,69842.48744634827,923537.1622865007,,광주,False
TXN_00000127,ACC_000067,2024-01-06 06:00:00,입금,75415.11590398695,306815.57856731303,,인천,False
TXN_00000128,ACC_000321,2024-01-06 07:00:00,카드결제,106867.48568723048,273699.9759388692,가맹점_142,광주,True
TXN_00000129,ACC_000421,2024-01-06 08:00:00,출금,239566.2625591297,942552.6009343801,,부산,False
TXN_00000130,ACC_000320,2024-01-06 09:00:00,출금,19172.31072906396,892629.6157166574,가맹점_122,온라인,True
TXN_00000131,ACC_000263,2024-01-06 10:00:00,온라인결제,94591.43819817516,606706.7386255289,,서울,False
TXN_00000132,ACC_000424,2024-01-06 11:00:00,카드결제,24505.295880411533,868452.8563217482,가맹점_199,대구,True
TXN_00000133,ACC_000387,2024-01-06 12:00:00,이체,110228.49534473133,792147.3372414365,,부산,False
TXN_00000134,ACC_000303,2024-01-06 13:00:00,이체,78233.51257988352,51548.62548467065,가맹점_185,인천,False
TXN_00000135,ACC_000191,2024-01-06 14:00:00,출금,125831.29261877362,779663.2349997477,,대구,False
TXN_00000136,ACC_000004,2024-01-06 15:00:00,온라인결제,22100.046170965354,986617.9226762365,,온라인,False
TXN_00000137,ACC_000013,2024-01-06 16:00:00,이체,98169.13816977899,904750.3941748437,가맹점_175,인천,False
TXN_00000138,ACC_000259,2024-01-06 17:00:00,출금,8307.93901082316,6832.5696105029365,,서울,False
TXN_00000139,ACC_000133,2024-01-06 18:00:00,이체,11306.169401094516,204963.44227506823,가맹점_125,인천,False
TXN_00000140,ACC_000385,2024-01-06 19:00:00,입금,56161.55266004885,385355.4920094402,가맹점_100,온라인,False
TXN_00000141,ACC_000210,2024-01-06 20:00:00,카드결제,29538.83307197688,26005.189780299086,,인천,False
TXN_00000142,ACC_000189,2024-01-06 21:00:00,카드결제,47320.486746233946,197707.51541050148,,서울,False
TXN_00000143,ACC_000233,2024-01-06 22:00:00,입금,121366.10747238487,463595.60883286566,,부산,False
TXN_00000144,ACC_000184,2024-01-06 23:00:00,출금,16977.960721198076,138429.1108133232,가맹점_109,부산,False
TXN_00000145,ACC_000459,2024-01-07 00:00:00,온라인결제,4618.099478407734,555404.7180408917,,서울,False
TXN_00000146,ACC_000256,2024-01-07 01:00:00,온라인결제,5206.813481045224,507603.9648602143,,대구,False
TXN_00000147,ACC_000152,2024-01-07 02:00:00,온라인결제,36060.44806812182,696809.3199421118,,대구,False
TXN_00000148,ACC_000078,2024-01-07 03:00:00,입금,23563.494029590034,651325.9092701129,,대구,False
TXN_00000149,ACC_000418,2024-01-07 04:00:00,카드결제,130129.32678997274,864425.3309643728,,서울,False
TXN_00000150,ACC_000393,2024-01-07 05:00:00,카드결제,10961.959513040945,937465.2504235004,가맹점_010,인천,False
TXN_00000151,ACC_000192,2024-01-07 06:00:00,온라인결제,77259.23783205953,548989.7125820989,,서울,False
TXN_00000152,ACC_000189,2024-01-07 07:00:00,카드결제,40927.95429179148,819922.1686397381,,인천,False
TXN_00000153,ACC_000070,2024-01-07 08:00:00,이체,31177.408964315695,986971.610566552,가맹점_079,부산,False
TXN_00000154,ACC_000376,2024-01-07 09:00:00,온라인결제,22541.6246793202,716754.6071874304,가맹점_031,온라인,False
TXN_00000155,ACC_000156,2024-01-07 10:00:00,이체,162.61981201856312,262756.7336859572,,광주,False
TXN_00000156,ACC_000430,2024-01-07 11:00:00,입금,18514.539713922644,971904.6267277836,,인천,False
TXN_00000157,ACC_000098,2024-01-07 12:00:00,이체,11315.564537160342,131689.83770217324,,대구,False
TXN_00000158,ACC_000182,2024-01-07 13:00:00,입금,64475.41338489581,293071.74817393546,,대구,False
TXN_00000159,ACC_000100,2024-01-07 14:00:00,이체,14912.895866579922,596372.6252825481,,광주,False
TXN_00000160,ACC_000375,2024-01-07 15:00:00,이체,271817.8037464698,239377.85831840287,,서울,False
TXN_00000161,ACC_000094,2024-01-07 16:00:00,입금,70557.00084992843,820178.3450776582,,인천,False
TXN_00000162,ACC_000452,2024-01-07 17:00:00,이체,53775.91160853214,764623.7384004749,,부산,False
TXN_00000163,ACC_000304,2024-01-07 18:00:00,이체,41419.272611608736,542996.5955342168,가맹점_117,서울,False
TXN_00000164,ACC_000327,2024-01-07 19:00:00,카드결제,99009.6772793934,682958.1253272615,,부산,False
TXN_00000165,ACC_000078,2024-01-07 20:00:00,카드결제,15261.847080008361,132589.05401427657,가맹점_144,온라인,False
TXN_00000166,ACC_000120,2024-01-07 21:00:00,입금,138960.89382534803,601649.6867210314,,광주,True
TXN_00000167,ACC_000433,2024-01-07 22:00:00,이체,61488.644478586466,997582.9280259337,,온라인,False
TXN_00000168,ACC_000377,2024-01-07 23:00:00,출금,33423.2534418198,841126.0655801656,,대구,False
TXN_00000169,ACC_000032,2024-01-08 00:00:00,이체,37224.67340280417,583889.0426983681,,온라인,False
TXN_00000170,ACC_000493,2024-01-08 01:00:00,출금,8311.064627235426,358632.9196402119,가맹점_003,서울,False
TXN_00000171,ACC_000340,2024-01-08 02:00:00,카드결제,8094.886230898947,84369.40446891439,,온라인,False
TXN_00000172,ACC_000019,2024-01-08 03:00:00,이체,71433.1109965823,746948.2440930833,,서울,False
TXN_00000173,ACC_000072,2024-01-08 04:00:00,출금,15089.68732577913,417678.8798580815,가맹점_116,인천,False
TXN_00000174,ACC_000021,2024-01-08 05:00:00,출금,88098.56401179204,168645.70647269994,가맹점_058,광주,False
TXN_00000175,ACC_000006,2024-01-08 06:00:00,이체,52694.048539765245,616075.1981862088,,대구,False
TXN_00000176,ACC_000360,2024-01-08 07:00:00,이체,107203.94008937702,360373.9654877702,,서울,False
TXN_00000177,ACC_000455,2024-01-08 08:00:00,입금,2250.397588498311,573296.4400601912,가맹점_105,부산,False
TXN_00000178,ACC_000492,2024-01-08 09:00:00,출금,107553.67065607882,289311.5466267977,,온라인,False
TXN_00000179,ACC_000078,2024-01-08 10:00:00,이체,301512.056304309,548987.2656035323,,서울,False
TXN_00000180,ACC_000305,2024-01-08 11:00:00,카드결제,18299.429099183748,302464.33733686875,가맹점_044,대구,False
TXN_00000181,ACC_000401,2024-01-08 12:00:00,입금,2690.0371744817558,175798.43666571204,가맹점_183,인천,False
TXN_00000182,ACC_000263,2024-01-08 13:00:00,온라인결제,24831.786637011926,485444.1149987521,가맹점_078,온라인,False
TXN_00000183,ACC_000107,2024-01-08 14:00:00,입금,122945.1944256658,563956.3675891235,가맹점_192,대구,False
TXN_00000184,ACC_000287,2024-01-08 15:00:00,이체,19051.352678042123,156885.89749259397,,대구,False
TXN_00000185,ACC_000369,2024-01-08 16:00:00,입금,86019.03896826872,891932.0960234182,,온라인,False
TXN_00000186,ACC_000116,2024-01-08 17:00:00,입금,34260.01814489456,314049.93992766395,,인천,False
TXN_00000187,ACC_000028,2024-01-08 18:00:00,카드결제,46768.83426571164,908499.1022693554,,온라인,False
TXN_00000188,ACC_000216,2024-01-08 19:00:00,이체,114919.41236424801,735118.7595893827,,광주,False
TXN_00000189,ACC_000045,2024-01-08 20:00:00,카드결제,3414.8177149491853,50900.21775783815,가맹점_080,부산,False
TXN_00000190,ACC_000422,2024-01-08 21:00:00,입금,42425.645676600216,981660.3093160731,가맹점_061,온라인,False
TXN_00000191,ACC_000167,2024-01-08 22:00:00,출금,21574.004565589585,253059.63082457805,,인천,False
TXN_00000192,ACC_000409,2024-01-08 23:00:00,입금,33364.50292103188,893418.1899233172,,광주,False
TXN_00000193,ACC_000285,2024-01-09 00:00:00,출금,22748.00347020244,176592.0586274111,가맹점_168,인천,False
TXN_00000194,ACC_000076,2024-01-09 01:00:00,이체,107891.20640238971,972173.175898671,가맹점_055,대구,False
TXN_00000195,ACC_000178,2024-01-09 02:00:00,이체,102093.11108831756,881113.3298350489,가맹점_017,광주,False
TXN_00000196,ACC_000205,2024-01-09 03:00:00,온라인결제,47161.85010915514,667731.8417022973,가맹점_033,온라인,False
TXN_00000197,ACC_000353,2024-01-09 04:00:00,온라인결제,100811.83903371735,678393.3209954193,,서울,False
TXN_00000198,ACC_000084,2024-01-09 05:00:00,온라인결제,23042.728171615505,666910.543377081,가맹점_085,온라인,False
TXN_00000199,ACC_000354,2024-01-09 06:00:00,카드결제,22416.837574080393,447608.6894573258,,인천,False
TXN_00000200,ACC_000359,2024-01-09 07:00:00,출금,31471.341845561812,509203.8384221664,가맹점_179,대구,False
TXN_00000201,ACC_000288,2024-01-09 08:00:00,카드결제,111701.3966072,847091.4208672104,,대구,False
TXN_00000202,ACC_000329,2024-01-09 09:00:00,카드결제,40232.96939813229,120868.92972051677,가맹점_026,광주,False
TXN_00000203,ACC_000492,2024-01-09 10:00:00,이체,50232.94337609095,739330.8413857387,,온라인,False
TXN_00000204,ACC_000137,2024-01-09 11:00:00,출금,35729.313259845425,209007.6862077621,,서울,False
TXN_00000205,ACC_000405,2024-01-09 12:00:00,온라인결제,62525.463938700064,895839.8738320579,,온라인,False
TXN_00000206,ACC_000064,2024-01-09 13:00:00,카드결제,77855.2601077147,719229.6393451036,가맹점_070,서울,False
TXN_00000207,ACC_000205,2024-01-09 14:00:00,온라인결제,16010.355778073073,1897.041824853507,가맹점_147,부산,False
TXN_00000208,ACC_000151,2024-01-09 15:00:00,카드결제,47426.056479640894,474140.9697565812,,서울,False
TXN_00000209,ACC_000093,2024-01-09 16:00:00,온라인결제,34656.57855550314,405103.148706704,가맹점_089,서울,False
TXN_00000210,ACC_000139,2024-01-09 17:00:00,온라인결제,37858.43689645515,988615.1441905939,,온라인,False
TXN_00000211,ACC_000451,2024-01-09 18:00:00,온라인결제,155336.95570363585,791784.9304582416,가맹점_096,대구,True
TXN_00000212,ACC_000346,2024-01-09 19:00:00,입금,117957.51219289086,359242.3706338999,,서울,False
TXN_00000213,ACC_000173,2024-01-09 20:00:00,출금,90523.8311258473,429344.5424362113,가맹점_049,광주,False
TXN_00000214,ACC_000102,2024-01-09 21:00:00,온라인결제,15666.604025106137,194415.39489422698,가맹점_151,온라인,False
TXN_00000215,ACC_000152,2024-01-09 22:00:00,온라인결제,75064.82984115955,300954.51414920535,,서울,False
TXN_00000216,ACC_000435,2024-01-09 23:00:00,이체,83935.13883311582,770470.908508677,,대구,False
TXN_00000217,ACC_000170,2024-01-10 00:00:00,입금,13573.883261523215,597759.9517233311,가맹점_009,광주,False
TXN_00000218,ACC_000318,2024-01-10 01:00:00,온라인결제,57251.64265962099,576025.140171099,,광주,False
TXN_00000219,ACC_000303,2024-01-10 02:00:00,출금,45456.0567681451,700351.2030790633,가맹점_195,광주,False
TXN_00000220,ACC_000323,2024-01-10 03:00:00,카드결제,53384.23738882902,177273.560133251,가맹점_145,서울,False
TXN_00000221,ACC_000166,2024-01-10 04:00:00,카드결제,10420.844183410465,38049.85056371424,,서울,False
TXN_00000222,ACC_000118,2024-01-10 05:00:00,이체,1264.9458213711812,350543.9829633832,가맹점_131,인천,False
TXN_00000223,ACC_000049,2024-01-10 06:00:00,출금,10014.377017827945,355418.6696228302,,부산,False
TXN_00000224,ACC_000461,2024-01-10 07:00:00,이체,64635.552070402744,875218.5347558776,,광주,False
TXN_00000225,ACC_000415,2024-01-10 08:00:00,온라인결제,39662.79889860553,37093.74123498621,가맹점_040,광주,False
TXN_00000226,ACC_000050,2024-01-10 09:00:00,이체,5981.4227831139815,276921.65146295424,가맹점_192,부산,True
TXN_00000227,ACC_000098,2024-01-10 10:00:00,출금,29374.933269674995,922782.4313402465,가맹점_011,광주,True
TXN_00000228,ACC_000406,2024-01-10 11:00:00,입금,132295.71430404962,409471.3997337399,,인천,False
TXN_00000229,ACC_000027,2024-01-10 12:00:00,카드결제,68250.74580777048,559120.6429087515,가맹점_112,서울,False
TXN_00000230,ACC_000343,2024-01-10 13:00:00,출금,93949.96903394393,72917.52084382619,,온라인,False
TXN_00000231,ACC_000474,2024-01-10 14:00:00,온라인결제,56691.84876798897,680678.7283100691,,서울,False
TXN_00000232,ACC_000007,2024-01-10 15:00:00,카드결제,66755.93234060235,176833.25544076544,,대구,False
TXN_00000233,ACC_000405,2024-01-10 16:00:00,입금,50055.89181127754,580206.789593438,가맹점_157,부산,False
TXN_00000234,ACC_000441,2024-01-10 17:00:00,출금,38266.16584715883,586002.9595281782,,온라인,False
TXN_00000235,ACC_000185,2024-01-10 18:00:00,온라인결제,115.90798586757614,528045.1754732294,가맹점_064,서울,False
TXN_00000236,ACC_000149,2024-01-10 19:00:00,카드결제,5208.790576742573,975040.9927636427,,대구,False
TXN_00000237,ACC_000029,2024-01-10 20:00:00,출금,8969.627270153558,108245.27249214677,가맹점_037,부산,False
TXN_00000238,ACC_000003,2024-01-10 21:00:00,온라인결제,42210.989062555476,40519.65653424383,,온라인,False
TXN_00000239,ACC_000443,2024-01-10 22:00:00,출금,26557.12312170995,120520.3786067246,,온라인,False
TXN_00000240,ACC_000382,2024-01-10 23:00:00,출금,3534.389677565245,641390.9189970823,가맹점_106,부산,False
TXN_00000241,ACC_000004,2024-01-11 00:00:00,이체,1424.0862196311782,869199.3508907884,,부산,False
TXN_00000242,ACC_000412,2024-01-11 01:00:00,이체,35363.93238076601,896902.6486262446,,광주,False
TXN_00000243,ACC_000359,2024-01-11 02:00:00,온라인결제,27718.232758454735,994842.0079755568,,광주,False
TXN_00000244,ACC_000274,2024-01-11 03:00:00,입금,29795.368439327434,353723.1366301403,,대구,False
TXN_00000245,ACC_000096,2024-01-11 04:00:00,온라인결제,16540.72172974446,47055.60091806904,,부산,False
TXN_00000246,ACC_000248,2024-01-11 05:00:00,출금,204904.98765077963,345066.5746451803,가맹점_127,대구,False
