timestamp,user_id,session_id,action,page_url,device,browser,ip_address,duration_seconds,referrer
2024-01-01 00:24:00,852,sess_001010,add_to_cart,/page/12,tablet,Chrome,181.230.186.142,0.07773163494445655,facebook.com
2024-01-01 00:25:00,163,sess_000172,view_product,/page/18,desktop,Edge,29.108.221.174,27.489761764513027,google.com
2024-01-01 00:26:00,133,sess_000693,purchase,/page/16,desktop,Chrome,235.81.157.49,7.309730325123345,direct
2024-01-01 00:27:00,23,sess_000212,login,/page/9,desktop,Chrome,188.225.241.229,10.948563605577522,
2024-01-01 00:28:00,117,sess_001020,review,/page/21,desktop,Safari,73.201.83.157,46.21045113253462,
2024-01-01 00:29:00,451,sess_000453,view_product,/page/91,desktop,Edge,40.233.232.66,55.38474244768618,direct
2024-01-01 00:30:00,825,sess_001769,add_to_cart,/page/7,desktop,Safari,91.125.106.48,57.92861503726491,facebook.com
2024-01-01 00:31:00,89,sess_001064,login,/page/65,desktop,Edge,139.85.110.6,27.46079742593334,naver.com
2024-01-01 00:32:00,984,sess_001797,review,/page/98,tablet,Edge,6.71.25.66,7.284193710756005,
2024-01-01 00:33:00,362,sess_000993,view_product,/page/62,desktop,Safari,234.145.100.87,84.85553285214371,naver.com
2024-01-01 00:34:00,181,sess_000169,login,/page/96,desktop,Firefox,198.242.148.189,22.961165150250963,google.com
2024-01-01 00:35:00,415,sess_000490,search,/page/45,desktop,Firefox,166.182.122.230,24.7387629903728,direct
2024-01-01 00:36:00,990,sess_000263,review,/page/64,tablet,Firefox,231.245.120.241,58.26435820934381,
2024-01-01 00:37:00,74,sess_001958,purchase,/page/38,desktop,Edge,176.56.218.52,7.665288371392948,direct
2024-01-01 00:38:00,898,sess_000602,add_to_cart,/page/7,tablet,Chrome,130.68.43.163,9.512398345889835,
2024-01-01 00:39:00,465,sess_000799,add_to_cart,/page/4,tablet,Safari,143.84.219.84,6.896629764983603,naver.com
2024-01-01 00:40:00,897,sess_000911,login,/page/15,mobile,Chrome,219.168.219.47,12.729385096663961,facebook.com
2024-01-01 00:41:00,313,sess_001230,review,/page/11,mobile,Chrome,26.112.146.27,9.087314324675175,
2024-01-01 00:42:00,193,sess_001225,search,/page/86,tablet,Safari,137.192.66.44,9.829752391929958,facebook.com
2024-01-01 00:43:00,8,sess_000783,view_product,/page/29,tablet,Chrome,253.185.18.13,46.17063439653288,google.com
2024-01-01 00:44:00,334,sess_001580,purchase,/page/18,mobile,Safari,10.150.204.21,9.597355630537244,naver.com
2024-01-01 00:45:00,147,sess_000969,purchase,/page/6,desktop,Chrome,164.189.232.132,80.93390182643716,
2024-01-01 00:46:00,840,sess_001749,add_to_cart,/page/18,tablet,Chrome,207.116.236.106,33.54609392246596,
2024-01-01 00:47:00,433,sess_000774,view_product,/page/27,mobile,Chrome,245.253.147.8,15.258746710070355,
2024-01-01 00:48:00,93,sess_000004,search,/page/13,tablet,Edge,182.171.119.43,39.78567759394471,facebook.com
2024-01-01 00:49:00,509,sess_001984,review,/page/78,mobile,Chrome,74.71.235.162,6.17204426788018,naver.com
2024-01-01 00:50:00,102,sess_001029,view_product,/page/71,tablet,Safari,252.210.64.169,24.94671060499727,direct
2024-01-01 00:51:00,160,sess_001551,add_to_cart,/page/28,desktop,Chrome,92.163.243.103,14.950870443990873,google.com
2024-01-01 00:52:00,6,sess_001287,view_product,/page/37,desktop,Firefox,229.229.124.1,19.281896168730327,facebook.com
2024-01-01 00:53:00,890,sess_001288,view_product,/page/20,tablet,Firefox,96.123.90.172,8.184627968898882,direct
2024-01-01 00:54:00,357,sess_001640,review,/page/79,tablet,Firefox,87.71.62.212,5.580764677814071,naver.com
2024-01-01 00:55:00,140,sess_000149,search,/page/38,desktop,Firefox,177.103.51.233,15.875334042156592,google.com
2024-01-01 00:56:00,291,sess_001369,logout,/page/38,mobile,Firefox,197.64.173.3,65.85127422409757,naver.com
2024-01-01 00:57:00,535,sess_000277,search,/page/72,desktop,Chrome,161.202.121.240,121.71185769633846,naver.com
2024-01-01 00:58:00,521,sess_001420,review,/page/27,tablet,Firefox,171.28.96.69,17.512666095272927,
2024-01-01 00:59:00,536,sess_001654,view_product,/page/49,mobile,Chrome,103.8.96.161,50.26552450525901,facebook.com
2024-01-01 01:00:00,280,sess_001625,review,/page/49,desktop,Chrome,120.180.230.84,48.77404265032795,naver.com
2024-01-01 01:01:00,692,sess_000867,add_to_cart,/page/13,desktop,Chrome,127.164.75.216,20.23755113011323,google.com
2024-01-01 01:02:00,806,sess_000988,view_product,/page/45,desktop,Safari,128.196.200.119,0.18609695076620875,direct
2024-01-01 01:03:00,161,sess_001594,add_to_cart,/page/69,desktop,Firefox,53.57.140.64,5.853817429070627,
2024-01-01 01:04:00,325,sess_001145,search,/page/48,tablet,Edge,237.34.174.76,71.08773379900187,
2024-01-01 01:05:00,183,sess_001737,view_product,/page/51,desktop,Safari,187.174.84.175,1.7488302184405007,
2024-01-01 01:06:00,764,sess_001052,logout,/page/72,tablet,Firefox,133.168.242.127,1.1993168093190247,facebook.com
2024-01-01 01:07:00,809,sess_001896,view_product,/page/51,tablet,Chrome,206.105.194.200,1.873533451512272,direct
2024-01-01 01:08:00,911,sess_000320,view_product,/page/83,desktop,Safari,233.79.28.171,77.83236324333059,
2024-01-01 01:09:00,670,sess_001572,logout,/page/51,desktop,Edge,252.93.60.116,30.545909114208673,facebook.com
2024-01-01 01:10:00,366,sess_001163,add_to_cart,/page/30,tablet,Edge,140.221.143.158,36.258078124275436,facebook.com
2024-01-01 01:11:00,730,sess_000849,review,/page/61,mobile,Edge,115.51.165.244,1.3992973772352058,
2024-01-01 01:12:00,330,sess_001360,purchase,/page/44,tablet,Chrome,7.39.96.143,35.538734098535066,naver.com
2024-01-01 01:13:00,173,sess_001079,login,/page/73,mobile,Safari,228.25.10.112,34.873782570938836,direct
2024-01-01 01:14:00,198,sess_001113,search,/page/25,mobile,Firefox,51.125.244.144,5.316758558492854,
2024-01-01 01:15:00,576,sess_001908,logout,/page/56,tablet,Edge,126.80.118.251,18.799775548192827,direct
2024-01-01 01:16:00,723,sess_001619,logout,/page/27,mobile,Safari,87.156.192.87,20.006466817209507,
2024-01-01 01:17:00,963,sess_000081,login,/page/30,tablet,Safari,196.236.191.77,127.40349660084307,google.com
2024-01-01 01:18:00,593,sess_000796,view_product,/page/50,tablet,Chrome,120.73.93.165,31.89909413312645,
2024-01-01 01:19:00,52,sess_000478,login,/page/95,tablet,Safari,51.152.21.46,4.668352933056492,google.com
2024-01-01 01:20:00,910,sess_001101,login,/page/60,desktop,Chrome,236.194.168.32,47.22179099963122,google.com
2024-01-01 01:21:00,461,sess_001954,add_to_cart,/page/58,desktop,Edge,200.144.78.132,24.597680406844027,direct
2024-01-01 01:22:00,495,sess_001551,logout,/page/68,desktop,Firefox,197.137.198.103,23.05667215204775,google.com
2024-01-01 01:23:00,270,sess_001778,search,/page/87,mobile,Safari,70.44.93.189,8.712307385611469,google.com
2024-01-01 01:24:00,843,sess_001077,review,/page/20,mobile,Edge,115.102.92.226,9.300945209018522,google.com
2024-01-01 01:25:00,706,sess_001606,view_product,/page/34,tablet,Safari,137.215.70.21,3.4551172957123133,
2024-01-01 01:26:00,95,sess_000830,login,/page/83,desktop,Edge,239.229.160.185,5.5932882768580185,facebook.com
2024-01-01 01:27:00,839,sess_001337,search,/page/77,desktop,Chrome,131.132.240.233,56.62217223937196,direct
2024-01-01 01:28:00,103,sess_001995,view_product,/page/20,mobile,Safari,25.73.88.249,12.96812566388396,google.com
2024-01-01 01:29:00,793,sess_000482,purchase,/page/32,desktop,Safari,150.90.171.185,16.66566320777329,direct
2024-01-01 01:30:00,531,sess_001585,purchase,/page/35,tablet,Safari,52.140.137.2,3.657079200474256,direct
2024-01-01 01:31:00,517,sess_001431,view_product,/page/17,tablet,Chrome,181.244.240.83,29.20139705837004,facebook.com
2024-01-01 01:32:00,753,sess_001855,add_to_cart,/page/4,tablet,Firefox,209.1.121.225,18.43715827930111,naver.com
2024-01-01 01:33:00,784,sess_000823,view_product,/page/99,mobile,Chrome,7.184.216.189,41.230786961159424,google.com
2024-01-01 01:34:00,646,sess_001251,review,/page/60,mobile,Chrome,206.62.223.48,86.48735764400027,direct
2024-01-01 01:35:00,740,sess_000671,review,/page/86,tablet,Chrome,216.167.53.39,31.124339280662007,facebook.com
2024-01-01 01:36:00,50,sess_000199,purchase,/page/96,tablet,Edge,33.218.209.235,16.08789594621544,
2024-01-01 01:37:00,200,sess_000988,logout,/page/96,mobile,Safari,230.127.254.135,38.05695853349927,direct
2024-01-01 01:38:00,871,sess_000226,purchase,/page/73,mobile,Firefox,195.167.111.77,3.487890843964505,naver.com
2024-01-01 01:39:00,746,sess_000492,view_product,/page/39,tablet,Firefox,252.136.57.116,0.9246024813823428,google.com
2024-01-01 01:40:00,793,sess_001016,search,/page/25,tablet,Safari,210.210.228.3,24.825352560785035,
2024-01-01 01:41:00,326,sess_000303,review,/page/24,tablet,Safari,62.152.175.172,23.33699821301327,naver.com
2024-01-01 01:42:00,511,sess_001698,add_to_cart,/page/86,mobile,Edge,203.63.213.234,15.412930746632561,
2024-01-01 01:43:00,351,sess_001917,purchase,/page/88,desktop,Firefox,123.77.143.238,15.008887862931267,facebook.com
2024-01-01 01:44:00,859,sess_000804,logout,/page/96,desktop,Firefox,200.31.153.207,21.933180323838126,naver.com
2024-01-01 01:45:00,400,sess_001949,view_product,/page/19,tablet,Edge,41.232.147.102,21.24837355020584,facebook.com
2024-01-01 01:46:00,120,sess_001623,purchase,/page/19,tablet,Chrome,79.50.29.47,32.89118993163769,direct
2024-01-01 01:47:00,199,sess_001817,search,/page/43,tablet,Firefox,190.119.210.25,31.234552263864902,naver.com
2024-01-01 01:48:00,805,sess_001233,purchase,/page/70,mobile,Safari,110.23.149.61,1.4202771499630342,google.com
2024-01-01 01:49:00,16,sess_001786,logout,/page/63,mobile,Edge,70.203.134.84,9.492656546425792,naver.com
2024-01-01 01:50:00,9,sess_000259,review,/page/67,desktop,Safari,57.230.241.187,12.00927444045901,facebook.com
2024-01-01 01:51:00,281,sess_000234,login,/page/99,desktop,Chrome,56.170.74.207,3.2285627234579297,google.com
2024-01-01 01:52:00,118,sess_000821,view_product,/page/97,desktop,Safari,146.193.210.66,117.43568543270015,naver.com
2024-01-01 01:53:00,478,sess_000574,add_to_cart,/page/68,desktop,Firefox,236.44.188.59,25.55509223013124,
2024-01-01 01:54:00,663,sess_001212,purchase,/page/72,desktop,Safari,213.168.44.178,15.544723879883165,google.com
2024-01-01 01:55:00,751,sess_001558,search,/page/64,desktop,Edge,123.28.12.111,20.890527702375906,google.com
2024-01-01 01:56:00,113,sess_000525,login,/page/46,desktop,Chrome,213.75.158.31,25.57021612477611,
2024-01-01 01:57:00,465,sess_000778,search,/page/58,tablet,Chrome,113.150.201.11,2.1471966251684447,
2024-01-01 01:58:00,110,sess_000838,login,/page/76,tablet,Edge,177.50.23.35,1.9910672430689822,
2024-01-01 01:59:00,671,sess_000499,logout,/page/47,desktop,Firefox,48.48.37.240,18.864398021492903,facebook.com
2024-01-01 02:00:00,485,sess_000911,logout,/page/7,desktop,Firefox,5.139.152.131,30.24269064714253,direct
2024-01-01 02:01:00,872,sess_001561,login,/page/78,tablet,Chrome,177.26.7.98,0.6225029708396124,facebook.com
2024-01-01 02:02:00,85,sess_001118,purchase,/page/74,tablet,Edge,190.50.81.247,1.162547249659466,naver.com
2024-01-01 02:03:00,479,sess_000981,login,/page/5,mobile,Safari,82.140.8.182,61.033029522470656,facebook.com
2024-01-01 02:04:00,603,sess_000350,view_product,/page/31,desktop,Safari,70.125.76.57,64.0711663689197,facebook.com
2024-01-01 02:05:00,677,sess_001544,logout,/page/59,mobile,Edge,118.59.25.225,14.193223646768505,naver.com
2024-01-01 02:06:00,321,sess_000919,login,/page/49,desktop,Edge,118.68.181.157,6.919724966205195,naver.com
2024-01-01 02:07:00,769,sess_001083,add_to_cart,/page/58,desktop,Firefox,41.193.221.177,0.7690389681019454,google.com
2024-01-01 02:08:00,938,sess_000278,view_product,/page/38,desktop,Chrome,237.146.177.245,0.5739066203642353,facebook.com
2024-01-01 02:09:00,436,sess_000168,search,/page/26,tablet,Chrome,115.246.57.30,62.2416786594207,
2024-01-01 02:10:00,38,sess_001556,review,/page/8,desktop,Chrome,118.68.26.34,29.533864151143938,facebook.com
2024-01-01 02:11:00,997,sess_001990,review,/page/23,desktop,Edge,123.151.17.162,4.545935600673432,facebook.com
2024-01-01 02:12:00,114,sess_001794,search,/page/29,mobile,Safari,45.50.161.253,21.91336593592184,
2024-01-01 02:13:00,99,sess_000695,logout,/page/21,tablet,Firefox,114.17.184.176,29.76011933836584,direct
2024-01-01 02:14:00,448,sess_000472,purchase,/page/60,desktop,Chrome,5.54.44.230,46.11092258891719,direct
2024-01-01 02:15:00,888,sess_001429,review,/page/55,tablet,Edge,16.218.153.146,112.59246406559026,direct
2024-01-01 02:16:00,856,sess_000529,add_to_cart,/page/8,desktop,Edge,60.148.140.73,87.51988689539286,facebook.com
2024-01-01 02:17:00,277,sess_001936,purchase,/page/76,mobile,Chrome,21.241.152.33,111.09426197428954,direct
2024-01-01 02:18:00,388,sess_000086,view_product,/page/63,desktop,Chrome,159.246.15.101,26.789405670394448,facebook.com
2024-01-01 02:19:00,842,sess_001864,login,/page/83,mobile,Firefox,84.204.154.114,3.2669420188775184,naver.com
2024-01-01 02:20:00,920,sess_001148,logout,/page/33,desktop,Edge,177.100.235.71,1.1221843908825844,facebook.com
2024-01-01 02:21:00,267,sess_001228,purchase,/page/25,desktop,Edge,106.200.230.246,42.005943255991994,naver.com
2024-01-01 02:22:00,254,sess_001640,login,/page/59,tablet,Edge,55.91.186.57,24.150430541775375,direct
2024-01-01 02:23:00,73,sess_001027,search,/page/33,mobile,Firefox,54.159.198.7,21.746103443189245,naver.com
2024-01-01 02:24:00,508,sess_000873,search,/page/85,desktop,Firefox,67.97.228.32,4.673201184139007,google.com
2024-01-01 02:25:00,850,sess_000334,review,/page/64,desktop,Firefox,154.13.252.239,7.021513367541001,google.com
2024-01-01 02:26:00,416,sess_001271,logout,/page/5,tablet,Edge,153.112.157.148,90.01646321816722,direct
2024-01-01 02:27:00,997,sess_001810,review,/page/55,tablet,Edge,105.38.63.247,74.15784987447482,facebook.com
2024-01-01 02:28:00,124,sess_001186,search,/page/17,tablet,Edge,231.104.115.104,0.19662955531196918,facebook.com
2024-01-01 02:29:00,297,sess_001297,add_to_cart,/page/12,mobile,Firefox,29.159.198.184,6.535961205379344,google.com
2024-01-01 02:30:00,897,sess_001017,purchase,/page/93,desktop,Edge,87.78.192.212,30.950625526604963,naver.com
2024-01-01 02:31:00,864,sess_000883,purchase,/page/64,desktop,Firefox,53.203.12.64,26.741275582784038,direct
2024-01-01 02:32:00,666,sess_000019,logout,/page/57,tablet,Safari,174.237.146.42,7.298956097326398,direct
2024-01-01 02:33:00,717,sess_001606,add_to_cart,/page/77,tablet,Edge,112.10.58.227,94.95289179253301,
2024-01-01 02:34:00,90,sess_001003,purchase,/page/61,desktop,Firefox,162.93.165.184,42.5065551447014,direct
2024-01-01 02:35:00,681,sess_001531,login,/page/62,mobile,Safari,64.49.134.234,29.833064853014537,naver.com
2024-01-01 02:36:00,413,sess_001448,review,/page/54,tablet,Edge,237.171.99.54,10.711476272671554,google.com
2024-01-01 02:37:00,455,sess_000641,purchase,/page/91,tablet,Safari,115.146.104.189,2.4881873295368933,direct
2024-01-01 02:38:00,504,sess_000894,logout,/page/33,desktop,Safari,227.176.152.73,75.06219610505333,
2024-01-01 02:39:00,288,sess_000803,review,/page/78,tablet,Edge,195.131.50.132,96.33101636143316,direct
2024-01-01 02:40:00,940,sess_001991,logout,/page/1,desktop,Safari,161.85.246.83,47.7959975827758,google.com
2024-01-01 02:41:00,346,sess_001853,search,/page/46,tablet,Chrome,148.140.140.16,1.021030558160602,google.com
2024-01-01 02:42:00,643,sess_000934,search,/page/85,tablet,Firefox,197.34.21.25,18.722330151125977,naver.com
2024-01-01 02:43:00,97,sess_001833,view_product,/page/97,tablet,Safari,200.151.252.126,58.18955842112834,naver.com
2024-01-01 02:44:00,739,sess_000627,login,/page/77,tablet,Edge,140.100.16.9,9.725504269752422,facebook.com
2024-01-01 02:45:00,62,sess_001036,view_product,/page/49,desktop,Safari,26.69.166.193,8.47956289523668,direct
2024-01-01 02:46:00,285,sess_000098,search,/page/78,tablet,Chrome,240.176.5.230,33.75501975007331,facebook.com
2024-01-01 02:47:00,216,sess_001679,purchase,/page/93,mobile,Firefox,67.68.44.149,36.56946579930418,google.com
2024-01-01 02:48:00,737,sess_000847,view_product,/page/16,desktop,Safari,181.107.123.187,111.30731923760729,naver.com
2024-01-01 02:49:00,159,sess_001444,search,/page/89,desktop,Safari,46.35.136.9,67.23543750477641,direct
2024-01-01 02:50:00,878,sess_000976,add_to_cart,/page/12,tablet,Edge,83.214.26.62,32.22720627117088,facebook.com
2024-01-01 02:51:00,430,sess_000409,purchase,/page/88,tablet,Firefox,6.42.69.246,64.16417431069186,facebook.com
2024-01-01 02:52:00,561,sess_001235,purchase,/page/96,tablet,Chrome,240.21.207.239,14.497651974942817,google.com
2024-01-01 02:53:00,544,sess_000615,purchase,/page/60,mobile,Safari,71.157.65.54,7.759181543490773,
2024-01-01 02:54:00,365,sess_000451,view_product,/page/84,desktop,Safari,52.138.222.237,19.314538001334096,google.com
2024-01-01 02:55:00,177,sess_001733,add_to_cart,/page/10,tablet,Firefox,176.93.174.122,4.293225860925734,direct
2024-01-01 02:56:00,888,sess_001607,purchase,/page/85,tablet,Safari,127.221.187.165,75.5023074215388,google.com
2024-01-01 02:57:00,645,sess_001842,search,/page/88,mobile,Firefox,134.216.131.118,24.81574955294978,
2024-01-01 02:58:00,967,sess_001774,review,/page/22,desktop,Safari,94.19.15.222,1.9740197204972452,direct
2024-01-01 02:59:00,818,sess_001497,purchase,/page/34,tablet,Chrome,24.22.41.143,80.80947138800262,facebook.com
2024-01-01 03:00:00,75,sess_000873,logout,/page/51,tablet,Safari,6.88.240.148,27.314160189597946,facebook.com
2024-01-01 03:01:00,931,sess_001829,search,/page/49,tablet,Firefox,59.205.216.20,30.721861989500724,naver.com
2024-01-01 03:02:00,905,sess_001711,purchase,/page/89,desktop,Chrome,90.103.154.15,11.65278767911232,facebook.com
2024-01-01 03:03:00,483,sess_001154,add_to_cart,/page/27,desktop,Edge,182.40.60.197,96.2129569643524,naver.com
2024-01-01 03:04:00,792,sess_000361,login,/page/9,desktop,Chrome,180.131.70.216,12.593134405186094,naver.com
2024-01-01 03:05:00,735,sess_000592,purchase,/page/9,desktop,Edge,56.239.216.128,20.88240432374135,
2024-01-01 03:06:00,814,sess_001068,logout,/page/98,desktop,Chrome,247.40.38.228,15.934620329069206,google.com
2024-01-01 03:07:00,721,sess_000854,purchase,/page/99,tablet,Safari,226.206.34.35,0.8306221192313641,facebook.com
2024-01-01 03:08:00,779,sess_000034,review,/page/87,tablet,Safari,56.81.4.176,19.724176032440333,
2024-01-01 03:09:00,299,sess_000929,purchase,/page/78,tablet,Firefox,114.134.136.160,0.2472957617463809,facebook.com
2024-01-01 03:10:00,9,sess_000115,purchase,/page/15,tablet,Firefox,138.73.87.78,10.596610902513486,direct
2024-01-01 03:11:00,571,sess_000546,add_to_cart,/page/49,tablet,Edge,184.17.183.187,37.85874667608329,google.com
2024-01-01 03:12:00,605,sess_001530,logout,/page/37,tablet,Firefox,111.66.146.193,32.972826076527056,
2024-01-01 03:13:00,257,sess_000745,login,/page/77,tablet,Edge,251.50.103.202,83.24185214970954,naver.com
2024-01-01 03:14:00,49,sess_001811,login,/page/62,mobile,Safari,3.18.121.154,13.416875048523995,direct
2024-01-01 03:15:00,956,sess_000728,search,/page/57,mobile,Chrome,180.207.157.134,5.858967150401098,
2024-01-01 03:16:00,11,sess_000076,add_to_cart,/page/12,desktop,Safari,211.104.70.126,2.258371360709668,facebook.com
2024-01-01 03:17:00,141,sess_001176,review,/page/91,desktop,Safari,207.11.207.26,31.501115508103144,direct
2024-01-01 03:18:00,332,sess_001501,logout,/page/8,tablet,Chrome,27.189.13.192,61.92137366553783,direct
2024-01-01 03:19:00,84,sess_001049,view_product,/page/32,mobile,Chrome,122.164.14.119,39.9325252235661,naver.com
2024-01-01 03:20:00,751,sess_001676,search,/page/69,mobile,Edge,77.121.1.179,31.087301715623738,facebook.com
2024-01-01 03:21:00,587,sess_000274,add_to_cart,/page/92,tablet,Edge,168.216.26.33,13.536380715575635,direct
2024-01-01 03:22:00,211,sess_001905,search,/page/61,desktop,Safari,72.40.3.80,17.8844464677939,google.com
2024-01-01 03:23:00,593,sess_000213,login,/page/97,tablet,Safari,53.35.140.71,16.710168626698295,direct
2024-01-01 03:24:00,700,sess_000618,purchase,/page/9,desktop,Safari,93.216.23.27,5.286897210746149,google.com
2024-01-01 03:25:00,201,sess_001792,purchase,/page/71,mobile,Chrome,101.158.219.140,1.219483003527585,naver.com
2024-01-01 03:26:00,184,sess_000899,view_product,/page/35,mobile,Chrome,37.70.39.50,26.627966233225123,naver.com
2024-01-01 03:27:00,137,sess_001789,search,/page/66,desktop,Safari,243.249.110.163,13.910398651068704,direct
2024-01-01 03:28:00,376,sess_001065,logout,/page/97,mobile,Edge,144.151.75.54,9.646965709287313,direct
2024-01-01 03:29:00,669,sess_001337,review,/page/54,tablet,Chrome,35.133.173.105,3.0027291613208122,google.com
2024-01-01 03:30:00,248,sess_000378,login,/page/20,desktop,Safari,94.206.138.249,83.54391949009002,direct
2024-01-01 03:31:00,947,sess_001087,search,/page/5,mobile,Edge,143.79.150.42,10.648512700544329,facebook.com
2024-01-01 03:32:00,154,sess_001178,purchase,/page/10,tablet,Edge,11.30.185.120,6.373046781797312,facebook.com
2024-01-01 03:33:00,280,sess_000396,search,/page/9,tablet,Chrome,101.62.247.149,37.899415330917904,google.com
2024-01-01 03:34:00,824,sess_000103,search,/page/33,tablet,Edge,205.163.149.129,32.13627288932828,direct
2024-01-01 03:35:00,980,sess_001327,search,/page/25,mobile,Firefox,81.138.211.151,8.002681965791242,facebook.com
2024-01-01 03:36:00,432,sess_001660,view_product,/page/34,mobile,Chrome,70.164.120.17,176.391476759294,direct
2024-01-01 03:37:00,714,sess_000181,add_to_cart,/page/14,desktop,Edge,115.17.179.150,43.1784313946976,direct
2024-01-01 03:38:00,722,sess_001106,login,/page/20,tablet,Chrome,20.95.233.27,26.159546029654635,naver.com
2024-01-01 03:39:00,384,sess_000440,view_product,/page/90,desktop,Safari,51.116.38.149,31.0569007490485,naver.com
2024-01-01 03:40:00,783,sess_001886,review,/page/7,desktop,Safari,79.154.65.214,36.21996908414887,naver.com
2024-01-01 03:41:00,264,sess_000844,purchase,/page/64,desktop,Edge,162.166.79.8,0.30690477078969686,direct
2024-01-01 03:42:00,15,sess_001508,purchase,/page/10,tablet,Edge,55.73.189.175,121.57479151730493,
2024-01-01 03:43:00,188,sess_001466,purchase,/page/31,tablet,Edge,84.27.85.204,43.466786500609814,direct
2024-01-01 03:44:00,822,sess_001698,view_product,/page/50,tablet,Firefox,235.121.241.73,0.8189711935857183,
2024-01-01 03:45:00,430,sess_001347,search,/page/11,mobile,Chrome,154.223.96.125,29.436210931114182,
2024-01-01 03:46:00,933,sess_001839,login,/page/52,tablet,Firefox,205.78.193.232,12.004023918833834,facebook.com
2024-01-01 03:47:00,951,sess_001069,logout,/page/11,desktop,Safari,93.19.120.64,54.95299312507974,google.com
2024-01-01 03:48:00,33,sess_000678,search,/page/71,tablet,Safari,63.10.147.30,19.39747574645671,
2024-01-01 03:49:00,817,sess_000132,add_to_cart,/page/81,desktop,Chrome,2.222.54.60,17.848565649779367,facebook.com
2024-01-01 03:50:00,782,sess_000664,login,/page/91,desktop,Chrome,52.142.72.42,34.76157067988592,facebook.com
2024-01-01 03:51:00,676,sess_000722,search,/page/63,tablet,Edge,191.165.23.63,69.66577767529192,naver.com
2024-01-01 03:52:00,207,sess_001166,review,/page/7,mobile,Firefox,147.46.89.12,85.77547074728325,
2024-01-01 03:53:00,138,sess_000648,login,/page/58,mobile,Firefox,246.132.195.254,41.22089449353051,google.com
2024-01-01 03:54:00,527,sess_001947,purchase,/page/77,mobile,Chrome,136.179.171.39,24.114367876731777,
2024-01-01 03:55:00,360,sess_001197,logout,/page/37,mobile,Firefox,196.241.198.247,155.49160777746238,
2024-01-01 03:56:00,92,sess_000644,purchase,/page/24,desktop,Safari,138.235.153.10,57.32263392166486,direct
2024-01-01 03:57:00,954,sess_001882,view_product,/page/74,desktop,Edge,133.117.229.111,6.313580618278661,google.com
2024-01-01 03:58:00,396,sess_000157,add_to_cart,/page/47,mobile,Firefox,119.32.217.183,47.57763495104614,direct
2024-01-01 03:59:00,195,sess_000772,purchase,/page/84,desktop,Safari,89.48.132.215,6.158999174363087,direct
2024-01-01 04:00:00,340,sess_000765,review,/page/9,mobile,Edge,228.206.77.95,19.632322869427636,direct
