date,symbol,open,high,low,close,volume,adj_close
2023-02-12,AAPL,128.4072437721768,134.41874714218187,127.80446814173165,128.66799688204054,4905566,128.72784821139157
2023-02-13,AAPL,129.87452652642875,130.15406906869978,127.04493949304042,128.22802098487102,1428546,127.1937296272431
2023-02-14,AAPL,128.4830494511863,129.30004446447592,123.73734265927656,126.07298005523971,7161411,126.596317457264
2023-02-15,AAPL,125.70514860265368,126.31697547280812,120.16606140760416,124.53943826614335,1614113,123.7676073334428
2023-02-16,AAPL,122.41500075016606,123.91063797023145,120.78904052664133,123.24023667735635,1671924,123.98616157303148
2023-02-17,AAPL,128.30949327879225,129.55728737411698,124.40327676291533,127.48643051558138,9347485,127.07562305131017
2023-02-18,AAPL,127.91443504989338,129.2075384448868,125.10247013832,126.15763304053324,2717063,126.70671488673597
2023-02-19,AAPL,126.57846111061929,128.67694834652772,120.81771392206883,124.68066908873597,5438677,123.97065949345519
2023-02-20,AAPL,129.711382465291,129.1315696889493,125.84324730521067,128.5864875580299,2959776,127.53478857824815
2023-02-21,AAPL,126.6137129157516,129.70889453900776,125.63108682377121,127.88695428827982,4122951,126.84167703100113
2023-02-22,AAPL,124.24808757890857,125.93343709997252,122.67798957067292,125.73786075862475,1837948,125.66089505121157
2023-02-23,AAPL,125.21134259285283,127.50927690070944,117.40226729585413,123.07986984887631,7672503,123.30135848639112
2023-02-24,AAPL,119.40580174725923,119.85096061988484,119.25476579311841,119.70708648819371,4664664,120.80315613345952
2023-02-25,AAPL,122.32228016326195,126.27089183713346,117.21018458664442,121.1224671055373,9244870,121.40203151289805
2023-02-26,AAPL,116.03856298914329,120.20496146035633,112.41193613567205,116.87264123428136,5045643,116.57805266083477
2023-02-27,AAPL,121.28641163074612,125.63989129163386,116.87909755765675,120.1365147502074,7333500,120.42271937481102
2023-02-28,AAPL,121.14747472365728,124.09796558360281,118.04308850067164,120.03720668970732,8026499,119.45257874192092
2023-03-01,AAPL,119.24693649683084,124.82797837344138,113.68635242904361,119.10794013590757,6697627,118.60743783280698
2023-03-02,AAPL,118.83413519369007,123.4375968531651,115.56618485923131,118.68306891941566,3467144,118.04533331087228
2023-03-03,AAPL,119.1047532129081,120.11557000275336,118.89044631094616,119.9008916861864,9396407,119.03017478164873
2023-03-04,AAPL,117.87560686683517,120.40023737633507,116.60644097678066,118.89411019595909,1271759,117.92057669213082
2023-03-05,AAPL,117.86026351299175,118.59364536917545,115.55742633435621,118.55699376523258,6560529,119.51047015030447
2023-03-06,AAPL,121.90428017179273,123.58603681123174,115.61963215047429,121.17255029688445,8053886,120.63467396381962
2023-03-07,AAPL,119.70035684362423,122.86731737375514,120.6128220719544,122.13443166795848,1646812,121.32790557991153
2023-03-08,AAPL,120.63569329126761,122.09021253932661,116.66345032624663,119.20329847354763,8815302,118.78507688508171
2023-03-09,AAPL,117.2121183902592,122.38889626615486,116.28331672423903,117.63518305297622,2379671,116.60276935226636
2023-03-10,AAPL,112.9912260281133,114.73881145953006,113.21648511991029,113.56167276162357,9426067,113.70536171140593
2023-03-11,AAPL,115.98813249412993,119.68373703752518,113.46733112357701,115.07260302627077,3619674,116.00767471762406
2023-03-12,AAPL,115.03712901989752,119.42170335722273,116.45135403051923,116.84932365286254,3922459,117.24635631294358
2023-03-13,AAPL,115.8520376741683,116.12649766347788,111.17419341949204,114.78257344241389,8985173,114.94577729465745
2023-03-14,AAPL,119.25894779536624,122.46411052841478,118.47486373310115,120.18849367524926,9518727,119.53409233382978
2023-03-15,AAPL,124.15937104749882,130.7672293681057,120.99944283323975,126.16879922780701,8573721,125.98447782979423
2023-03-16,AAPL,124.02547019212977,132.44902212275346,123.99790132284714,126.35252505549002,2516375,127.54272555496249
2023-03-17,AAPL,125.29743914459728,130.5123001562751,123.42136752623516,124.46388951096942,6587270,124.57791457826859
2023-03-18,AAPL,124.93587021542616,131.30154358196936,121.45375448202581,125.26992062026822,1662860,125.68524658081454
2023-03-19,AAPL,124.86499941505954,127.19998923566192,121.47953511166847,123.3381784220095,8893368,124.15834468462943
2023-03-20,AAPL,128.19682440760303,129.84344830368045,122.41790360581876,125.8050216574579,3477365,124.55013366431807
2023-03-21,AAPL,128.54162667530565,128.28264543129552,121.27415017302125,126.34940327526574,4666608,125.9209466306691
2023-03-22,AAPL,126.94848395756242,127.51852051399406,121.05865363974155,127.0778673913406,1985926,126.55879530140949
2023-03-23,AAPL,129.66209394484213,134.34103224897467,126.96215519918663,131.67596603767043,2211649,132.6917691653255
2023-03-24,AAPL,132.1874706947435,131.53897254050455,124.72867492965054,130.17743211409865,2794284,129.86888893152084
2023-03-25,AAPL,126.73014792187945,132.17381338310543,125.67356820211363,128.80017859582836,4156959,129.65671111798966
2023-03-26,AAPL,132.45568790880793,132.08347285635887,128.66198562237776,131.1401441439059,7670326,131.65060004047712
2023-03-27,AAPL,129.54925430474287,131.02680116176475,129.26666450872204,130.16446835178638,4122841,129.48464505312913
2023-03-28,AAPL,133.19396604296824,136.08712507061713,129.05447368801214,134.4698701071878,6937693,134.7290737788766
2023-03-29,AAPL,139.88528520060524,138.23177634474052,134.33159392270954,137.29507303232626,6368906,137.57876283344942
2023-03-30,AAPL,138.61245114855026,139.12642515504808,135.1213108036982,136.41264709904104,9984972,137.03662377905215
2023-03-31,AAPL,132.98173407656725,136.67858767038015,129.39199946004328,131.60664720764893,5155126,130.60142710018206
2023-04-01,AAPL,129.06770195338427,131.47825319661058,124.8838381028088,127.91575577460618,2633932,127.0321330150635
2023-04-02,AAPL,125.32264241440825,129.34914175805608,125.16352503682315,126.81116213377311,3621533,125.56783507289427
2023-04-03,AAPL,129.39866659489763,133.21019444370245,127.74373852555782,127.96440787116427,5107006,127.83863596097103
2023-04-04,AAPL,128.80133728697743,133.1072191849373,127.68561872474439,130.9134170285107,5866602,130.12290191066643
2023-04-05,AAPL,129.00413136158932,134.5956821884284,126.44670940914143,130.4754132028413,7984126,131.15489622849745
2023-04-06,AAPL,127.71704757260284,133.10745933838106,124.35287744980958,128.28632733742054,2156758,129.06531255937267
2023-04-07,AAPL,128.761078538133,128.4684649691633,123.84165580661444,128.05350869053336,5445018,127.85947495917335
2023-04-08,AAPL,128.19486286488134,133.7243987227972,125.17658775722244,128.23372953681243,6053057,127.58675488655165
2023-04-09,AAPL,131.22759655431122,135.1050705594022,130.0367789621974,131.7087233641416,1807864,130.97539339587505
2023-04-10,AAPL,134.48113141602758,137.56669465013235,131.0219296705464,135.1316333923426,3373046,134.4822207724714
2023-04-11,AAPL,132.48889083563924,135.61434225328026,128.80364970852068,132.55899147261366,2015005,132.02439068551828
2023-04-12,AAPL,134.51279002958233,135.4988790929881,130.32448032508253,133.89542948038041,4566899,134.05891241320361
2023-04-13,AAPL,132.31812335604263,137.50693921417553,130.5411947677573,131.7428031702327,4656304,131.5671096247619
2023-04-14,AAPL,129.94499817403656,130.10172626342703,123.79696872412757,129.69920389758164,6585193,129.1684000036348
2023-04-15,AAPL,130.14682052968485,137.6094193295876,128.23295163924163,132.52321084460968,5957792,132.2450625782399
2023-04-16,AAPL,133.27782402877094,138.33459240529618,129.82285940896662,132.12747673205132,7826299,132.30558263841675
2023-04-17,AAPL,134.1832506756293,137.867316492198,128.23627731888192,133.95047053771785,3199132,133.64271952165072
2023-04-18,AAPL,132.8258785267644,139.6734639103837,128.9428611241415,135.51698018403667,2040391,136.50887220140874
2023-04-19,AAPL,137.84641861891788,139.93680527368866,131.92934567371378,135.4370647995409,4086282,134.8132877387348
2023-04-20,AAPL,137.7465951267881,140.63871473766707,130.81076331779516,136.4744794864524,7120043,135.8305031893987
2023-04-21,AAPL,138.53535776420767,138.38703410086742,131.99538891094483,137.16736972288604,9257368,135.8340848109879
2023-04-22,AAPL,135.39532544747118,138.7995536222551,132.75566381612566,134.1484536679975,2399347,134.6778726071374
2023-04-23,AAPL,136.31670021713148,136.36733685017725,134.10566254779235,135.59008160181497,9273635,135.70047892399683
2023-04-24,AAPL,133.54502012141913,136.89563054065607,130.26101668932782,133.81114649751294,6359231,134.1579045986303
2023-04-25,AAPL,132.21893922457463,131.36435848479192,129.40589463660777,131.0838218287842,8686624,132.17988330076847
2023-04-26,AAPL,131.80697124407033,138.7600330492751,133.23311836926484,133.45550417264357,3277313,132.55280093278077
2023-04-27,AAPL,129.52962218039042,136.8464927748564,127.05111592444969,132.0106633535721,7669785,131.54747564934524
2023-04-28,AAPL,132.41214853686103,139.6791529422059,130.1358879385502,135.0751275522744,3661653,135.02097996823366
2023-04-29,AAPL,140.751332143863,139.85056035296822,136.25160479929875,138.17742434245736,6203541,136.94199602123993
2023-04-30,AAPL,137.51871598922335,137.9932045797132,135.33171687914407,136.99807714581908,6968147,137.8145215138955
2023-05-01,AAPL,138.32485477250788,145.11410090026652,135.39173399335849,140.06228831883172,5676122,141.0857915637245
2023-05-02,AAPL,141.21858368782426,144.56266554117477,134.9941456829107,139.11175509389017,6752149,138.11393187887364
2023-05-03,AAPL,138.7106534897011,139.82974028257487,133.63689032735812,139.06059045367627,6707723,139.62791850845105
2023-05-04,AAPL,141.99769590870721,141.0352958429981,138.91012142199054,140.57297450043123,6523031,140.5683578992201
2023-05-05,AAPL,143.89731332812505,147.50382560290757,145.59093430650026,146.44722787526672,1034635,146.36400796820948
2023-05-06,AAPL,147.8191193881659,151.95638388424638,143.09624971626283,149.34951067863256,4339382,148.08472535562947
2023-05-07,AAPL,151.83433510481083,153.2864551332042,144.8221305991571,149.3262433595482,1204635,150.58619486688625
2023-05-08,AAPL,147.85901737700246,151.99753768227617,149.60276605371303,149.78408465844655,1426208,149.23737061530332
2023-05-09,AAPL,145.21792530797734,146.17678184068237,143.0654484186883,145.19133785336354,1077700,144.54921710789668
2023-05-10,AAPL,150.76598005061447,155.63651974371945,145.28803571916987,148.25429867507498,9359341,149.69554355993037
2023-05-11,AAPL,149.57888080782965,157.1529410925164,149.1761993667791,151.06323357194725,5708895,150.87847661984708
2023-05-12,AAPL,154.71121868097174,156.13671696714115,149.7420359206658,152.0708020953817,9392465,152.00856391106112
2023-05-13,AAPL,154.29118268519767,156.86597612872055,152.71377813305196,154.40586793505057,4716067,154.25498221055187
2023-05-14,AAPL,147.8277416827612,148.8445317320206,140.93915201552116,148.306256818909,7658131,148.42731052797083
2023-05-15,AAPL,142.9154179098191,147.55892524526766,141.81466450917992,145.24591088853504,6666132,144.3632247595091
2023-05-16,AAPL,153.57743220813498,152.86798368210313,147.93130856046432,150.62429032128563,8961650,149.8108878637386
2023-05-17,AAPL,150.7070514036253,150.5041886699557,145.98398260540785,149.9985146807265,1371879,149.63144246448766
2023-05-18,AAPL,155.23324565540645,154.9025695693508,152.29522323009056,152.42078959713044,6297596,151.21000269978475
2023-05-19,AAPL,149.1703332168816,156.95218572319493,146.70392823302728,150.29714255608258,3774274,149.72980289274562
2023-05-20,AAPL,149.65612942471074,151.5964982385295,147.23236558907155,149.11830896600625,7897088,150.23318823731591
2023-05-21,AAPL,154.80472605570574,157.36205555983702,154.76991263819914,154.79877047419217,1706817,154.6565913462745
2023-05-22,AAPL,154.6276290925921,161.03482429219946,153.93788610240384,154.46610228490596,1608527,153.35180194706413
2023-05-23,AAPL,153.14225672073212,156.31257313364614,151.39688459581944,156.23801406770858,3448382,156.17528665803397
2023-05-24,AAPL,157.45864292244485,160.56079902212545,156.28739426748066,156.801895157521,7324240,156.09322803284968
2023-05-25,AAPL,160.3860151817419,158.33668246556917,154.65224335960892,157.73147064757822,9798029,157.99066508265224
2023-05-26,AAPL,158.73593086830556,162.3705528189668,151.33770300639904,158.558700271721,3580129,157.41715909554372
2023-05-27,AAPL,151.8411053019365,153.0195706576023,148.97939877483583,152.44593488815877,8632413,152.78190997076916
2023-05-28,AAPL,153.47943832337643,157.45227963335256,146.8174354654979,154.05291586427077,9677720,153.98647850476962
2023-05-29,AAPL,152.9239793819621,157.0972577193639,148.05010683109083,152.55050125955609,7795438,153.44155114908492
2023-05-30,AAPL,156.17308170361414,163.91612455035647,157.7799859648346,158.13252904388787,3414430,158.16017152533115
2023-05-31,AAPL,156.73952216805858,158.91911026938467,151.7029235744477,155.84707045740905,1067824,156.2936471015704
2023-06-01,AAPL,153.95699671211398,158.34232076380457,152.16882951335236,154.53296374047824,9051752,153.74905866364205
2023-06-02,AAPL,162.90831857596072,163.30869371805488,158.8609492615871,162.24760161183886,9215932,161.29667864671399
2023-06-03,AAPL,163.67233204202014,167.7937289482921,162.0890577047252,164.75726333392575,8205214,164.40604558454467
2023-06-04,AAPL,163.19444009889887,169.12926111565952,155.63203183302605,161.68151210934775,9341652,160.5625499149075
2023-06-05,AAPL,163.65268207666426,170.21102708158216,159.4979291986764,162.41364208146248,1792553,162.5873919700077
2023-06-06,AAPL,156.00085022001406,164.39728137395514,155.45589905574528,158.61188260990062,6671598,157.1547850918662
2023-06-07,AAPL,161.54950901548486,165.0169641241267,158.82740597984272,159.58762070234232,8102595,158.16139917582916
2023-06-08,AAPL,157.86794220031396,158.15962340257335,149.93752407105003,157.17983148684544,2638861,155.91484046931612
2023-06-09,AAPL,164.6870834337081,171.10586702104646,159.68715375087314,163.19934266904076,4409657,162.7714272802408
2023-06-10,AAPL,162.13753579789062,170.76763100244727,159.14366907678314,164.736303401415,3598261,165.23815344543473
2023-06-11,AAPL,167.0325207053728,169.65877023825354,163.65206794838465,166.63917963609558,8259660,165.8081901563393
2023-06-12,AAPL,172.40633392145023,174.20034102582272,166.52862610098728,169.97113445510948,4250720,170.67784734114755
2023-06-13,AAPL,171.54435213979923,174.75989644620577,172.3461033925198,173.75001140343193,5431033,173.14973073764108
2023-06-14,AAPL,172.61466250467657,172.59409837809648,167.3014561364137,171.5292432361661,5195659,172.34509713298877
2023-06-15,AAPL,171.71693410113582,180.50974687655898,168.41309960814266,172.02657079136762,5191960,171.55045746611063
2023-06-16,AAPL,172.41683451889696,173.81396792121416,168.23539058198247,170.66591251283927,6860245,169.76753319115133
2023-06-17,AAPL,175.99846526665,183.40292589239561,176.36447463854003,177.98431634080336,7898148,179.72757707968393
2023-06-18,AAPL,169.91977348491497,174.00681078858673,167.00917834347973,170.02747400551152,5068445,170.74119047371397
2023-06-19,AAPL,167.87100679395638,169.66346604371532,163.70777744283404,168.2418114110304,6579356,168.1134915610914
2023-06-20,AAPL,169.07990723843287,171.97214158687765,163.58252015529993,168.1409961560281,3924459,166.76484892690172
2023-06-21,AAPL,165.72562298581406,176.00343102269267,162.06172367765615,168.76962794205386,5022564,168.84605841775138
2023-06-22,AAPL,168.28158094992514,170.2190261201636,168.9786248386963,169.331694264443,2578066,170.60899643012604
2023-06-23,AAPL,166.0379851024359,169.86394575150914,167.69422641759678,169.34472649816897,4257030,168.45986116787785
2023-06-24,AAPL,169.42282092520804,176.01929060026342,162.14221743439705,168.9639786390613,2522968,167.48184886471378
2023-06-25,AAPL,172.79624331097872,170.63727995608986,169.21954072006122,169.94835253453442,6244258,169.77191593728972
2023-06-26,AAPL,174.93736003611897,180.18873554238513,168.6839421196255,171.68693437620007,8814072,170.4909757061164
2023-06-27,AAPL,179.87322596922624,184.06591864728736,173.9393846054587,178.00744766153278,9562416,178.76360301330288
2023-06-28,AAPL,181.6908618867908,189.7904329904581,180.54664614475567,184.52914320368458,7456645,184.4765204987498
2023-06-29,AAPL,189.24921142987236,190.22486771945782,178.88239548403405,185.8245262009251,8368095,187.25568768152652
2023-06-30,AAPL,187.52042506471733,192.9184414403372,181.39712354214456,184.1694035473719,8685360,184.91546673107698
2023-07-01,AAPL,184.79007311508946,185.36361828932573,176.2784847224448,182.78670658864337,2962942,183.91664398298957
2023-07-02,AAPL,178.64886081161754,187.06242611691857,177.7472984342837,178.1655235410518,5816564,178.03929172485297
2023-07-03,AAPL,179.21177454661216,186.42556947905993,174.0867609319126,181.7403593078681,1059269,182.73833287729082
2023-07-04,AAPL,181.1585388420129,190.596330840495,179.35791357917458,181.7594977341151,4443156,183.14081790300006
2023-07-05,AAPL,180.60020171246867,184.82030765813414,181.09434525673075,183.53078617935307,8246936,184.77215917982159
2023-07-06,AAPL,184.7198433893114,188.96170701701382,178.41991460629802,184.93937511568544,2667716,184.29829425217875
2023-07-07,AAPL,180.66675332092277,188.10121550949646,181.63494443269303,182.54396483396846,2908924,184.1168988327333
2023-07-08,AAPL,177.3242070326991,181.02514303534133,175.6079189073709,179.72883698932353,5949548,178.5020176978146
2023-07-09,AAPL,177.65537298897488,178.9508081776807,176.10174566852703,178.280537113911,8913741,177.72082099185803
2023-07-10,AAPL,180.25637814167894,186.57810081257202,176.3107442660942,180.19072865965947,7964435,179.48295766625034
2023-07-11,AAPL,179.43811538987555,180.28780419456157,177.09530725663205,180.07990534121282,6822445,178.46766597647368
2023-07-12,AAPL,176.7081080977584,182.1246240668824,171.52769529630584,173.9020469245444,7655376,172.60341990021712
2023-07-13,AAPL,169.62556669334836,176.81064021907855,164.49407445010505,170.5139271480163,3080708,169.8468574056425
2023-07-14,AAPL,168.421549957982,173.8775380048978,164.7184861359376,169.7726286121308,1254686,170.15293253342605
2023-07-15,AAPL,167.25608369318374,171.2260711923889,166.78826733590645,169.83914427703183,4931660,170.96118889553048
2023-07-16,AAPL,174.10585699950752,176.62419421110783,169.87123036443006,171.7599549094681,1891751,170.1119875526216
2023-07-17,AAPL,173.91303714725242,175.516603603926,170.48465188745973,172.06658410978525,6762772,170.699423469058
2023-07-18,AAPL,170.57393504873198,176.24768574581248,164.41576844066964,170.9904373355188,5762000,171.73365680254437
2023-07-19,AAPL,172.0723299072069,169.91497309914786,164.32273568321494,169.80346847870916,3702348,169.90456425946857
2023-07-20,AAPL,171.79689170910848,173.6475638955631,170.61037586009724,170.65745272145142,6476946,169.7562980121505
2023-07-21,AAPL,170.77214760563953,173.2183952207709,169.08149362091817,172.25497361544535,1903571,171.29914354723408
2023-07-22,AAPL,171.20477146645484,178.5908382117615,164.4188859777786,171.29102555644363,6217493,170.0152579059726
2023-07-23,AAPL,165.58983885153606,169.1731734185416,164.29753417160398,167.7703300668588,6176010,168.68436873592637
2023-07-24,AAPL,170.76815796222908,175.5135019694575,161.4559071557737,167.60723915923367,2972585,168.1274310663957
2023-07-25,AAPL,166.12054827363838,166.7555952066384,158.65273808151898,165.5964162958915,7966333,166.61950174375056
2023-07-26,AAPL,169.43573416610005,173.4964981938755,166.4970947316315,166.71445805160198,9597682,167.07104498245047
2023-07-27,AAPL,169.22799558986446,175.86984589133914,168.61689614939786,171.81841347172335,5641731,172.90227371866936
2023-07-28,AAPL,165.78914513643042,171.64312546580433,164.5176960553252,167.3457593586056,4528803,167.11372968212783
2023-07-29,AAPL,168.72319282349446,177.48435547568235,164.66200780730932,171.36438936796657,4617104,172.91556867860066
2023-07-30,AAPL,172.21228393484594,176.3999550215047,170.92080511748247,173.14328742774504,6439116,173.04509127996351
2023-07-31,AAPL,176.62984415644547,179.2067330886169,168.75383396695125,177.13542003848394,1670712,178.15644670662215
2023-08-01,AAPL,177.2824357204928,183.3338860675167,167.06461499001878,175.76884009978926,7766977,177.51536871499692
2023-08-02,AAPL,173.31496866723126,170.92680878722834,162.75011347998216,170.86127665924585,4025567,170.36211458594732
2023-08-03,AAPL,170.65587390481042,178.87492493776196,169.46988764955145,171.64619890497036,2002581,172.70692229581715
2023-08-04,AAPL,179.61008033329057,178.71508945588448,172.55704180315956,176.62285818295177,6406157,176.61225974793533
2023-08-05,AAPL,170.2159507823731,181.20168825511143,169.9214588406419,173.05323385907184,2149089,171.60523394032163
2023-08-06,AAPL,168.7047880526536,174.4481818832471,165.02672814675827,170.07563774372574,8935228,169.720444688674
2023-08-07,AAPL,172.08199299570254,173.12936897609328,163.698170497582,172.2430772145499,2991258,172.5137586275508
2023-08-08,AAPL,168.8588455915143,172.88782823265296,166.30908160319407,170.6508384761875,6446820,171.61141362893704
2023-08-09,AAPL,178.35884389006924,183.47754591128262,175.81543347353852,176.50786550583544,9089599,175.4109520810061
2023-08-10,AAPL,179.22619968717885,181.83197106103103,174.74802932587107,178.98630318149569,8294216,178.46445314311669
2023-08-11,AAPL,177.96296806265144,184.90181804553023,173.28550189885487,176.5906670348633,1090721,178.08757115167023
2023-08-12,AAPL,174.02527476386575,180.30766887484427,173.8457736418474,174.77303219180945,9803890,173.2245661779285
2023-08-13,AAPL,172.28680496218217,180.93012707596054,164.63832201927448,173.11231711990786,9555169,172.54748411255042
2023-08-14,AAPL,172.42824690874863,181.0120409106379,172.7559961688405,173.13682859045937,9589241,171.81789882334274
2023-08-15,AAPL,177.397173398634,176.9428017917466,167.75417911694836,174.3642002398469,3004116,172.99148017723815
2023-08-16,AAPL,173.3183024439149,178.59153565361436,173.66881882745807,175.34562954029636,7049623,173.78490570746766
2023-08-17,AAPL,174.60305172714874,176.3872934806906,168.64944521294353,171.5767358186201,3156178,170.97358912131926
2023-08-18,AAPL,173.51626538977217,180.50637596793936,166.63609414160135,174.84313007124717,5811776,176.07995538575176
2023-08-19,AAPL,175.777927053431,178.50294958549065,170.28112095983033,174.00359956539984,5237330,172.365590958909
2023-08-20,AAPL,167.9291289301759,176.7197339346535,168.95618706133308,170.94971247375813,1539972,169.59791001642967
2023-08-21,AAPL,170.84940042810254,171.07816510734935,161.8915024028846,169.53751344516044,9531814,170.27232262196847
2023-08-22,AAPL,175.26267210952008,181.72647852719862,165.65562411822893,173.1463154118184,2326289,174.05001215037694
2023-08-23,AAPL,174.19752414115845,174.56723868004738,168.4835688622377,173.97853738428577,3121672,174.8666509519899
2023-08-24,AAPL,173.88020192650495,183.33296335788546,167.03312396278594,175.11831091226642,2276502,173.47626977627422
2023-08-25,AAPL,169.62976193980606,173.06355944972785,163.06074678180963,171.195702399034,1113827,171.08831490214314
2023-08-26,AAPL,168.91758782388507,174.0692064507109,171.41864456771978,171.81965307747362,6848155,170.61065347107925
2023-08-27,AAPL,172.24462719391397,181.04346091257605,167.21359521301574,175.4193839831854,1118724,175.2512500141888
2023-08-28,AAPL,166.94673056176705,175.04251877260924,167.16626331800734,169.2692509666313,7118375,170.28337797362428
2023-08-29,AAPL,167.86568808485845,169.37175559922676,165.80025530208778,168.12177592567076,8436019,168.92388449618971
2023-08-30,AAPL,170.24458101777358,174.25085004736437,169.1196393671428,170.3853036766611,7752875,168.98745332887765
2023-08-31,AAPL,170.36923120407022,176.2088322607075,165.68433463607425,171.09493876817763,9403658,171.24979148052245
2023-09-01,AAPL,169.30876785769829,172.99653022804952,165.77089337898835,167.77978617532807,9402892,168.42416355476584
2023-09-02,AAPL,171.4612369552504,174.74922927527004,164.22592648494228,169.28397512253673,3365362,170.01773577693442
2023-09-03,AAPL,167.9919370708898,167.7534006080623,160.05643926909616,165.50077942244104,5517877,164.30869221166535
2023-09-04,AAPL,162.13311062776768,166.82069066320167,159.77862474461713,162.79468599436913,5174333,163.8478164236035
2023-09-05,AAPL,162.0520825316383,162.14398433123648,159.48085200668723,160.47467338660869,8313589,161.74749061135097
2023-09-06,AAPL,164.29530354737176,166.38438120579877,159.35934157774932,165.58864224464912,1323420,167.17249295099893
